City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Maiduguri,NG,2022-07-20 22:06:55,11.8464,13.1603,74.07,76,72,1.77
289,Nizhniy Kuranakh,RU,2022-07-20 22:06:56,58.8353,125.4869,64.71,84,0,2.06
290,Kruisfontein,ZA,2022-07-20 22:06:56,-34.0033,24.7314,53.89,91,95,4.54
291,Hobart,AU,2022-07-20 22:06:56,-42.8794,147.3294,35.26,94,0,3.44
292,Sereflikochisar,TR,2022-07-20 22:06:57,38.9393,33.5386,64.24,62,0,10.87
293,Touros,BR,2022-07-20 22:06:57,-5.1989,-35.4608,75.13,84,82,11.16
294,Dunedin,NZ,2022-07-20 22:06:57,-45.8742,170.5036,43.81,71,100,15.01
295,Dukat,RU,2022-07-20 22:03:40,62.55,155.55,48.43,41,97,7.58
296,Vredendal,ZA,2022-07-20 22:06:58,-31.6683,18.5012,47.61,82,0,5.21
297,Svetlaya,RU,2022-07-20 22:06:58,46.5389,138.3297,62.44,86,88,7.31
298,Det Udom,TH,2022-07-20 22:06:58,14.906,105.0784,74.53,94,100,8.93
299,Berbera,SO,2022-07-20 22:06:59,10.4396,45.0143,87.82,42,51,26.66
300,Ageyevo,RU,2022-07-20 22:06:59,54.1588,36.4693,57.47,94,85,8.25
301,Freeport,US,2022-07-20 22:07:00,40.6576,-73.5832,95.99,54,0,19.57
302,Itarema,BR,2022-07-20 22:03:45,-2.9248,-39.9167,78.08,75,68,13.8
303,Chuy,UY,2022-07-20 22:07:00,-33.6971,-53.4616,55.89,95,2,6.49
304,Pueblo,US,2022-07-20 22:05:10,38.2545,-104.6091,90.36,42,0,32.21
305,Kyren,RU,2022-07-20 22:07:01,51.6828,102.1408,54.82,81,100,1.03
306,Grahamstown,ZA,2022-07-20 22:04:35,-33.3042,26.5328,49.95,91,100,4.09
307,Chara,RU,2022-07-20 22:07:01,56.9064,118.2631,62.83,90,100,1.36
308,Tainan,TW,2022-07-20 22:07:02,22.9908,120.2133,84.87,89,20,2.3
309,Mayumba,GA,2022-07-20 22:07:02,-3.432,10.6554,70.39,93,88,7.76
310,Seybaplaya,MX,2022-07-20 22:07:02,19.65,-90.6667,87.26,72,78,12.71
311,Harper,LR,2022-07-20 22:07:03,4.375,-7.7169,75.38,71,99,8.66
312,Xichang,CN,2022-07-20 22:07:03,27.8964,102.2634,64.65,90,99,1.21
313,Sterling,US,2022-07-20 22:07:04,39.0062,-77.4286,93.54,57,20,12.66
314,Celestun,MX,2022-07-20 22:07:04,20.8667,-90.4,87.31,66,16,21.18
315,Dongying,CN,2022-07-20 22:07:05,37.4564,118.4856,71.8,86,87,0.87
316,Paraiso,CR,2022-07-20 22:07:05,9.8383,-83.8656,75.11,98,100,3.27
317,Nabire,ID,2022-07-20 22:08:05,-3.3667,135.4833,74.14,91,86,4.38
318,Prince Rupert,CA,2022-07-20 22:04:47,54.3161,-130.3201,59.09,67,40,6.91
319,Turukhansk,RU,2022-07-20 22:08:06,65.8167,87.9833,47.79,95,100,7.61
320,Oksovskiy,RU,2022-07-20 22:08:06,62.6062,39.8984,57.29,97,23,4.74
321,Fort Frances,CA,2022-07-20 22:08:07,48.5999,-93.4003,82.17,52,0,12.66
322,Dubbo,AU,2022-07-20 22:08:07,-32.25,148.6167,48.33,76,100,9.22
323,Korla,CN,2022-07-20 22:08:08,41.7597,86.1469,66.92,50,0,2.46
324,Omboue,GA,2022-07-20 22:08:08,-1.5746,9.2618,72.55,86,77,6.26
325,Ambilobe,MG,2022-07-20 22:08:08,-13.2,49.05,70.23,64,18,9.48
326,Cognac,FR,2022-07-20 22:08:09,45.5,-0.25,67.6,73,0,2.3
327,Palmer,US,2022-07-20 22:06:25,42.1584,-72.3287,95.56,48,58,1.99
328,Lompoc,US,2022-07-20 22:08:09,34.6391,-120.4579,94.78,63,0,14.97
329,Talaya,RU,2022-07-20 22:08:10,61.3833,152.75,57.69,65,100,7.7
330,Tonj,SS,2022-07-20 22:08:10,7.2737,28.6822,69.3,96,61,0.45
331,Lufilufi,WS,2022-07-20 22:08:11,-13.8745,-171.5986,83.79,77,34,24.9
332,Sinegorye,RU,2022-07-20 22:08:11,62.0788,150.477,52.7,90,100,4.72
333,Darhan,MN,2022-07-20 22:08:12,49.4867,105.9228,54.84,77,78,4.72
334,Yerofey Pavlovich,RU,2022-07-20 22:08:12,53.9667,121.9667,64.02,93,30,2.95
335,Tautira,PF,2022-07-20 22:06:04,-17.7333,-149.15,76.42,72,0,9.93
336,Miri,MY,2022-07-20 22:08:13,4.4148,114.0089,77.77,87,84,4.68
337,Calabozo,VE,2022-07-20 22:08:13,8.9242,-67.4293,82.09,77,79,2.3
338,Evensk,RU,2022-07-20 22:08:14,61.95,159.2333,63.91,50,14,4.74
339,Pevek,RU,2022-07-20 22:08:14,69.7008,170.3133,31.62,88,99,15.46
340,Soe,ID,2022-07-20 22:08:14,-9.8607,124.284,64.08,92,99,4.14
341,Bibbiena,IT,2022-07-20 22:08:15,43.6965,11.8135,80.08,45,0,2.19
342,Fukue,JP,2022-07-20 22:08:15,32.6881,128.8419,80.87,92,100,18.1
343,Ilhabela,BR,2022-07-20 22:08:16,-23.7781,-45.3581,68.13,92,48,3.83
344,Lata,PT,2022-07-20 22:06:33,40.1629,-8.3327,60.6,89,0,1.63
345,Belmonte,BR,2022-07-20 22:08:17,-15.8631,-38.8828,71.94,80,4,8.77
346,Aberdeen,GB,2022-07-20 22:05:25,57.1437,-2.0981,61.29,70,100,6.91
347,Enshi,CN,2022-07-20 22:08:18,30.3,109.4833,72.81,99,100,1.39
348,Singaparna,ID,2022-07-20 22:08:18,-7.3515,108.111,70.57,96,83,3.47
349,Gwadar,PK,2022-07-20 22:03:23,25.1216,62.3254,82.4,82,100,10.11
350,Twin Falls,US,2022-07-20 22:08:19,42.3505,-114.6445,95.34,17,0,17.27
351,Biscarrosse,FR,2022-07-20 22:08:19,44.3945,-1.1672,66.15,82,0,2.3
352,Porto Murtinho,BR,2022-07-20 22:08:20,-21.6989,-57.8825,80.01,27,21,4.16
353,Cidreira,BR,2022-07-20 22:08:20,-30.1811,-50.2056,61.97,91,0,16.2
354,Surin,TH,2022-07-20 22:08:20,14.8818,103.4936,77.0,99,100,7.23
355,Asyut,EG,2022-07-20 22:08:21,27.181,31.1837,86.4,23,4,8.28
356,Vanimo,PG,2022-07-20 22:08:21,-2.6741,141.3028,76.42,88,100,3.49
357,Sobolevo,RU,2022-07-20 22:08:22,54.4299,31.8996,59.27,60,95,14.83
358,Ternate,ID,2022-07-20 22:08:22,0.8,127.4,79.93,81,100,2.44
359,Opuwo,NA,2022-07-20 22:08:23,-18.0607,13.84,59.43,33,0,6.04
360,Swan River,CA,2022-07-20 22:08:23,52.1058,-101.2676,71.42,59,28,16.44
361,Kahului,US,2022-07-20 22:04:59,20.8947,-156.47,84.22,48,40,23.02
362,Guantanamo,CU,2022-07-20 22:09:23,20.1444,-75.2092,87.37,64,100,8.08
363,Tsabong,BW,2022-07-20 22:09:24,-26.0217,22.401,61.18,36,57,4.29
364,Anadyr,RU,2022-07-20 22:09:24,64.75,177.4833,46.9,65,20,11.18
365,Rambha,IN,2022-07-20 22:09:24,19.5167,85.1,82.89,78,100,4.5
366,Fairbanks,US,2022-07-20 22:07:59,64.8378,-147.7164,67.6,56,40,9.22
367,Beloha,MG,2022-07-20 22:09:25,-25.1667,45.05,63.18,65,0,7.16
368,Teya,RU,2022-07-20 22:09:25,60.3778,92.6267,49.84,97,60,4.32
369,Ponta Do Sol,PT,2022-07-20 22:09:26,32.6667,-17.1,72.72,81,5,7.23
370,Arbagar,RU,2022-07-20 22:09:26,51.9438,116.2805,62.96,93,59,4.18
371,Necochea,AR,2022-07-20 22:09:27,-38.5473,-58.7368,57.69,57,28,16.06
372,Aklavik,CA,2022-07-20 22:09:27,68.2191,-135.0107,68.22,45,100,8.14
373,Cukai,MY,2022-07-20 22:09:28,4.25,103.4167,76.95,91,92,4.83
374,Kodinsk,RU,2022-07-20 22:09:28,58.6881,99.1844,52.59,97,98,3.58
375,Hida,RO,2022-07-20 22:09:28,47.0667,23.2833,69.85,44,0,3.15
376,Singaraja,ID,2022-07-20 22:09:29,-8.112,115.0882,75.78,79,8,5.88
377,Tilichiki,RU,2022-07-20 22:09:29,60.4667,166.1,59.38,44,6,7.38
378,Hunterville,NZ,2022-07-20 22:09:29,-39.9333,175.5667,46.54,98,100,9.73
379,Esperance,AU,2022-07-20 22:09:30,-33.8667,121.9,62.51,52,100,21.27
380,Kavaratti,IN,2022-07-20 22:09:08,10.5669,72.642,81.05,79,100,19.33
381,Ketchikan,US,2022-07-20 22:09:30,55.3422,-131.6461,59.47,67,100,16.11
382,Geraldton,AU,2022-07-20 22:09:31,-28.7667,114.6,68.41,94,100,18.41
383,Kita,ML,2022-07-20 22:09:31,13.0349,-9.4895,72.82,92,100,2.1
384,Alofi,NU,2022-07-20 22:09:32,-19.0595,-169.9187,76.89,69,40,12.66
385,Hay River,CA,2022-07-20 22:09:32,60.8156,-115.7999,60.76,88,75,11.5
386,Tateyama,JP,2022-07-20 22:09:32,34.9833,139.8667,81.1,79,48,8.52
387,Visnes,NO,2022-07-20 22:09:33,59.3556,5.2242,62.22,100,100,12.66
388,Paita,PE,2022-07-20 22:09:33,-5.0892,-81.1144,66.16,76,23,16.84
389,Yendi,GH,2022-07-20 22:09:33,9.4427,-0.0099,78.58,63,100,5.5
390,Cortez,US,2022-07-20 22:09:34,37.3489,-108.5859,95.76,18,0,17.27
391,Isangel,VU,2022-07-20 22:09:34,-19.55,169.2667,79.14,77,78,11.5
392,Port Macquarie,AU,2022-07-20 22:09:35,-31.4333,152.9167,55.29,94,75,9.22
393,Bulolo,PG,2022-07-20 22:09:35,-7.2,146.65,71.83,88,94,1.32
394,Manbij,SY,2022-07-20 22:09:36,36.5281,37.9549,78.15,47,0,17.2
395,Auki,SB,2022-07-20 22:09:36,-8.7676,160.7034,81.7,74,100,3.02
396,Langsa,ID,2022-07-20 22:09:36,4.4683,97.9683,73.47,97,85,3.09
397,Fasa,IR,2022-07-20 22:09:37,28.9383,53.6482,84.33,26,6,3.0
398,Largo,US,2022-07-20 22:09:37,27.9095,-82.7873,93.15,65,0,11.99
399,Sefton,NZ,2022-07-20 22:09:37,-43.25,172.6667,41.25,96,100,5.99
400,Karasjok,NO,2022-07-20 22:09:38,69.4719,25.5112,56.62,80,84,5.41
401,Walvis Bay,NA,2022-07-20 22:09:38,-22.9575,14.5053,53.1,71,0,11.88
402,Millau,FR,2022-07-20 22:09:39,44.0833,2.9167,66.33,77,0,4.36
403,Los Algarrobos,PA,2022-07-20 22:09:39,8.5,-82.4333,81.01,83,75,5.75
404,Pisco,PE,2022-07-20 22:05:11,-13.7,-76.2167,60.85,82,100,8.05
405,Kidal,ML,2022-07-20 22:09:40,18.4411,1.4078,83.03,58,88,13.44
406,Vaitape,PF,2022-07-20 22:09:40,-16.5167,-151.75,78.01,65,0,9.6
407,Nouakchott,MR,2022-07-20 22:09:40,18.0858,-15.9785,78.73,83,100,16.67
408,Guanica,PR,2022-07-20 22:09:41,17.9716,-66.908,86.13,80,10,13.35
409,Uthal,PK,2022-07-20 22:10:41,25.8072,66.6219,82.94,86,100,14.54
410,Berdigestyakh,RU,2022-07-20 22:10:42,62.0989,126.6992,65.25,97,100,4.47
411,Druzhba,UA,2022-07-20 22:10:42,52.0428,33.9453,53.31,85,9,10.18
412,Bitung,ID,2022-07-20 22:10:43,1.4451,125.1824,72.45,85,62,7.72
413,Aripuana,BR,2022-07-20 22:09:35,-9.1667,-60.6333,81.54,38,0,1.45
414,Pozhva,RU,2022-07-20 22:10:43,59.0912,56.0847,52.21,95,85,4.85
415,Changji,CN,2022-07-20 22:10:43,44.0167,87.3167,70.59,40,0,8.95
416,Tessalit,ML,2022-07-20 22:10:44,20.1986,1.0114,75.7,70,99,12.57
417,Jibuti,DJ,2022-07-20 22:10:44,11.5,42.5,84.36,43,99,14.61
418,Ribeira Grande,PT,2022-07-20 22:06:22,38.5167,-28.7,73.8,83,20,5.75
419,Zoutleeuw,BE,2022-07-20 22:10:45,50.8332,5.1038,66.78,94,96,6.04
420,Te Anau,NZ,2022-07-20 22:10:45,-45.4167,167.7167,39.88,91,97,2.98
421,Ballina,AU,2022-07-20 22:10:46,-28.8667,153.5667,56.01,98,100,18.3
422,Ostrogozhsk,RU,2022-07-20 22:10:46,50.8664,39.0756,56.1,95,98,11.23
423,Usak,TR,2022-07-20 22:10:46,38.5,29.4167,61.84,49,0,9.15
424,Lumeje,AO,2022-07-20 22:10:47,-11.55,20.7833,63.91,34,2,5.3
425,Cap Malheureux,MU,2022-07-20 22:10:47,-19.9842,57.6142,66.47,74,92,5.99
426,Malakal,SS,2022-07-20 22:09:12,9.5334,31.6605,73.36,88,100,2.91
427,Khani,GE,2022-07-20 22:10:47,41.9563,42.9566,58.57,98,100,1.7
428,Sharjah,AE,2022-07-20 22:10:12,25.3573,55.4033,94.69,59,85,8.21
429,Eydhafushi,MV,2022-07-20 22:10:48,5.1033,73.0708,80.08,78,99,17.56
430,Port Hardy,CA,2022-07-20 22:10:48,50.6996,-127.4199,60.96,75,16,11.07
431,Aksarka,RU,2022-07-20 22:07:32,66.5606,67.7975,55.47,73,99,7.67
432,Peruibe,BR,2022-07-20 22:10:49,-24.32,-46.9983,65.73,89,60,2.77
433,Haukipudas,FI,2022-07-20 22:10:49,65.1765,25.3523,57.25,90,67,1.28
434,Conceicao Do Araguaia,BR,2022-07-20 22:10:50,-8.2578,-49.2647,80.92,34,2,3.0
435,Santa Cruz,BO,2022-07-20 22:10:50,-17.8,-63.1667,80.65,47,6,14.97
436,Zmeinogorsk,RU,2022-07-20 22:10:51,51.1567,82.195,63.34,50,100,5.41
437,Santa Vitoria Do Palmar,BR,2022-07-20 22:10:51,-33.5189,-53.3681,56.43,95,1,6.73
438,Moosomin,CA,2022-07-20 22:10:52,50.1333,-101.6677,70.52,61,8,16.78
439,Zhaozhou,CN,2022-07-20 22:10:52,45.6833,125.3167,73.35,80,33,3.29
440,Oriximina,BR,2022-07-20 22:10:52,-1.7656,-55.8661,79.21,78,89,4.43
441,Guangyuan,CN,2022-07-20 22:10:53,32.442,105.823,69.58,95,12,1.54
442,Basco,PH,2022-07-20 22:10:53,20.4487,121.9702,85.35,76,11,12.19
443,Tacna,PE,2022-07-20 22:10:54,-18.0056,-70.2483,55.6,82,100,8.05
444,Arlit,NE,2022-07-20 22:07:36,18.7369,7.3853,92.37,29,61,5.99
445,Salalah,OM,2022-07-20 22:10:54,17.0151,54.0924,77.09,94,100,5.75
446,Sitka,US,2022-07-20 22:06:18,57.0531,-135.33,53.49,82,100,8.05
447,Mount Gambier,AU,2022-07-20 22:09:54,-37.8333,140.7667,39.22,82,3,5.53
448,Madang,PG,2022-07-20 22:10:55,-5.2246,145.7966,77.18,90,99,2.51
449,Bandundu,CD,2022-07-20 22:10:56,-3.3167,17.3667,77.86,66,38,2.24
450,Great Bend,US,2022-07-20 22:10:56,38.3645,-98.7648,96.93,24,0,5.75
451,Abha,SA,2022-07-20 22:10:56,18.2164,42.5053,66.45,60,20,11.5
452,Araouane,ML,2022-07-20 22:10:57,18.9048,-3.5265,91.09,39,91,6.26
453,Prilep,MK,2022-07-20 22:10:57,41.3464,21.5544,62.65,42,0,2.59
454,Rome,US,2022-07-20 22:07:09,34.257,-85.1647,93.16,61,20,10.36
455,Bonthe,SL,2022-07-20 22:11:58,7.5264,-12.505,75.22,87,100,10.47
456,North Bend,US,2022-07-20 22:11:58,43.4065,-124.2243,77.23,83,100,18.41
457,Puerto Baquerizo Moreno,EC,2022-07-20 22:11:59,-0.9,-89.6,69.73,81,88,13.62
458,Jumla,NP,2022-07-20 22:09:28,29.2747,82.1838,63.73,97,100,1.45
459,Dangriga,BZ,2022-07-20 22:11:59,16.9692,-88.2321,83.57,72,52,8.48
460,Boysun,UZ,2022-07-20 22:12:00,38.2061,67.1986,78.06,22,0,3.09
461,Brandon,US,2022-07-20 22:11:36,27.9378,-82.2859,94.1,72,13,8.01
462,Pombal,BR,2022-07-20 22:12:00,-6.7703,-37.8017,82.78,48,35,15.19
463,Kristiinankaupunki,FI,2022-07-20 22:12:01,62.2743,21.376,58.86,75,87,7.72
464,Colac,AU,2022-07-20 22:12:01,-38.3333,143.5833,46.08,90,0,5.28
465,Hutchinson,US,2022-07-20 22:11:22,38.0608,-97.9298,98.55,26,0,8.05
466,Durres,AL,2022-07-20 22:12:02,41.3231,19.4414,71.78,64,0,4.0
467,Kaele,CM,2022-07-20 22:12:02,10.1092,14.4508,74.12,89,100,4.56
468,Micheweni,TZ,2022-07-20 22:12:03,-4.9667,39.8333,73.49,81,20,13.58
469,Matamoros,MX,2022-07-20 22:12:03,25.5333,-103.25,98.71,16,75,4.61
470,Shimoda,JP,2022-07-20 22:12:04,34.6667,138.95,79.11,82,95,7.49
471,Ceyhan,TR,2022-07-20 22:12:04,37.0247,35.8175,80.94,77,0,1.1
472,Midyat,TR,2022-07-20 22:12:05,37.4247,41.3393,81.55,16,0,7.09
473,Fort Nelson,CA,2022-07-20 22:11:57,58.8053,-122.7002,80.58,25,52,1.79
474,Canton,CN,2022-07-20 22:12:05,23.1167,113.25,85.87,74,86,5.3
475,Borovoy,RU,2022-07-20 22:12:05,55.4333,86.0833,58.28,94,40,6.71
476,Bulgan,MN,2022-07-20 22:12:06,48.8125,103.5347,53.47,88,100,2.95
477,Bosaso,SO,2022-07-20 22:12:06,11.2842,49.1816,87.15,43,78,16.91
478,Maragogi,BR,2022-07-20 22:12:07,-9.0122,-35.2225,74.12,90,39,12.12
479,Bowen,AU,2022-07-20 22:12:07,-20.0167,148.2333,65.46,92,99,10.89
480,Genhe,CN,2022-07-20 22:12:07,50.7833,121.5167,66.43,72,0,0.54
481,Alpena,US,2022-07-20 22:11:15,45.0617,-83.4327,79.18,57,40,11.5
482,Durusu,TR,2022-07-20 22:12:08,41.3053,28.6767,71.78,82,0,4.0
483,Inuvik,CA,2022-07-20 22:10:33,68.3499,-133.7218,66.13,48,100,8.63
484,Luderitz,NA,2022-07-20 22:12:09,-26.6481,15.1594,56.61,61,3,16.51
485,Comodoro Rivadavia,AR,2022-07-20 22:09:37,-45.8667,-67.5,42.66,36,0,23.02
486,Kloulklubed,PW,2022-07-20 22:12:09,7.0419,134.2556,75.7,73,74,2.19
487,Tocopilla,CL,2022-07-20 22:11:53,-22.092,-70.1979,61.36,76,95,5.21
488,Preobrazheniye,RU,2022-07-20 22:12:10,42.9019,133.9064,64.65,91,99,4.45
489,Vao,NC,2022-07-20 22:12:11,-22.6667,167.4833,73.89,88,98,10.2
490,Obsharovka,RU,2022-07-20 22:12:11,53.125,48.8531,62.55,73,85,4.27
491,Pimenta Bueno,BR,2022-07-20 22:12:12,-11.6725,-61.1936,80.69,33,24,0.49
492,Kampot,KH,2022-07-20 22:12:12,10.6167,104.1833,75.25,94,100,5.93
493,Dwarka,IN,2022-07-20 22:12:13,22.2394,68.9678,81.77,83,92,17.18
494,Pangkalanbuun,ID,2022-07-20 22:12:13,-2.6833,111.6167,73.26,99,21,2.33
495,Marfino,RU,2022-07-20 22:12:14,55.7028,37.3822,57.45,87,100,8.95
496,Santa Lucia,ES,2022-07-20 22:12:14,27.9117,-15.5407,69.12,65,0,27.63
497,Dudinka,RU,2022-07-20 22:12:15,69.4058,86.1778,54.63,79,99,10.38
498,Puntarenas,CR,2022-07-20 22:07:39,9.9763,-84.8384,79.21,89,100,8.61
499,Jacksonville,US,2022-07-20 22:08:32,30.3322,-81.6556,87.42,80,75,14.97
500,Tual,ID,2022-07-20 22:07:19,-5.6667,132.75,78.6,77,100,18.52
501,Erenhot,CN,2022-07-20 22:13:16,43.6475,111.9767,74.77,37,27,8.59
502,Sandwick,GB,2022-07-20 22:13:16,60.0,-1.25,53.42,100,100,11.5
503,Cardston,CA,2022-07-20 22:13:17,49.2,-113.3019,84.7,17,2,21.39
504,Bud,US,2022-07-20 22:09:36,39.447,-86.1758,93.18,59,3,14.9
505,Si Satchanalai,TH,2022-07-20 22:13:17,17.5169,99.7598,76.32,95,100,0.89
506,Acajutla,SV,2022-07-20 22:13:18,13.5928,-89.8275,86.52,62,96,5.86
507,Tulsipur,NP,2022-07-20 22:13:18,28.131,82.2973,74.91,92,100,2.95
508,Matara,LK,2022-07-20 22:10:37,5.9485,80.5353,77.85,87,91,14.14
509,Luxor,EG,2022-07-20 22:13:18,25.6989,32.6421,88.57,22,0,9.17
510,Bose,IT,2022-07-20 22:13:19,45.4612,8.0137,80.64,70,93,6.58
511,Novyy Urgal,RU,2022-07-20 22:13:19,51.0736,132.5642,59.7,99,100,3.4
512,Mecca,SA,2022-07-20 22:13:20,21.4267,39.8261,88.32,42,64,1.86
513,Tezu,IN,2022-07-20 22:13:20,27.9167,96.1667,75.99,98,100,1.59
514,Tromso,NO,2022-07-20 22:13:21,69.6496,18.957,59.02,77,75,4.61
515,Gigant,RU,2022-07-20 22:13:21,46.5066,41.3419,65.88,59,0,7.23
516,Sao Jose Da Coroa Grande,BR,2022-07-20 22:13:21,-8.8978,-35.1478,74.48,89,43,12.44
517,Ilanskiy,RU,2022-07-20 22:13:22,56.2358,96.065,52.36,93,57,4.27
518,Kirovskiy,RU,2022-07-20 22:13:22,45.0917,133.5136,67.95,95,30,1.77
519,Kayes,ML,2022-07-20 22:13:23,14.0,-11.0,79.3,71,100,3.67
520,Mayo,US,2022-07-20 22:13:23,38.8876,-76.5119,93.45,67,0,11.5
521,Karaman,TR,2022-07-20 22:13:23,37.0833,33.25,62.49,62,0,9.95
522,Kassala,SD,2022-07-20 22:13:24,15.451,36.4,73.74,82,100,18.25
523,Teixeira,BR,2022-07-20 22:13:25,-7.2228,-37.2542,69.17,74,33,8.88
524,Port Lincoln,AU,2022-07-20 22:13:25,-34.7333,135.8667,51.49,80,77,11.81
525,Fare,PF,2022-07-20 22:13:26,-16.7,-151.0167,77.43,71,0,10.27
526,Raudeberg,NO,2022-07-20 22:13:26,61.9875,5.1352,56.07,95,100,4.85
527,Flin Flon,CA,2022-07-20 22:13:26,54.7682,-101.865,66.04,63,75,20.71
528,Oksfjord,NO,2022-07-20 22:13:27,70.2396,22.3479,62.67,81,91,5.84
529,Bairnsdale,AU,2022-07-20 22:13:27,-37.8333,147.6167,35.06,97,1,4.0
530,Jinchang,CN,2022-07-20 22:13:27,38.4953,102.1739,64.4,61,99,19.66
531,Kazerun,IR,2022-07-20 22:13:28,29.6195,51.6541,85.59,40,0,0.69
532,Saquena,PE,2022-07-20 22:13:28,-4.6667,-73.5167,75.99,91,93,3.18
533,Taksimo,RU,2022-07-20 22:13:16,56.3444,114.8794,63.09,94,100,4.07
534,Angoche,MZ,2022-07-20 22:13:29,-16.2325,39.9086,68.56,76,0,2.73
535,Pahrump,US,2022-07-20 22:13:29,36.2083,-115.9839,107.65,14,88,7.0
536,Velyka Bahachka,UA,2022-07-20 22:13:29,49.7912,33.7226,53.92,90,2,9.69
537,Lardos,GR,2022-07-20 22:13:30,36.0942,28.0157,81.95,61,0,8.01
538,Mafinga,TZ,2022-07-20 22:13:30,-7.25,35.0667,63.16,56,8,4.61
539,Xudat,AZ,2022-07-20 22:13:30,41.631,48.681,71.24,76,0,11.86
540,Cooma,AU,2022-07-20 22:13:31,-36.2333,149.1333,38.97,100,100,6.91
541,Solnechnyy,RU,2022-07-20 22:13:31,50.7214,136.6319,58.86,95,100,5.21
542,Kachug,RU,2022-07-20 22:12:17,53.9606,105.8817,53.11,89,89,2.1
543,Nedjo,ET,2022-07-20 22:13:32,9.5046,35.5019,57.02,99,100,1.9
544,Flers,FR,2022-07-20 22:13:32,48.7372,-0.5747,62.85,94,38,7.27
545,Zhigansk,RU,2022-07-20 22:12:17,66.7697,123.3711,51.96,65,98,15.61
546,Benton Harbor,US,2022-07-20 22:13:33,42.1167,-86.4542,84.85,66,75,14.97
547,Bandarbeyla,SO,2022-07-20 22:13:33,9.4942,50.8122,74.05,86,61,27.16
